use property
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (1, 'lift_chair', 'Decoration', '15x133x67', 'hallway', 'silver', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (172, 'glider_rocker', 'For use', '100x102x122', 'hall', 'silver', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (173, 'lawn_chair', 'For storage', '3x29x118', 'laundry', 'silver', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (174, 'piano_bench', 'For storage', '99x112x52', 'basement', 'silver', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (175, 'drapes', 'For working', '51x122x37', 'den', 'brown', 'yes', 3);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (176, 'beach_chair', 'For working', '27x19x77', 'hallway', 'pink', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (177, 'highchair', 'For storage', '54x26x171', 'closet', 'yellow', 'yes', 1);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (178, 'hassock', 'For working', '28x20x127', 'cellar', 'yellow', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (179, 'waste_basket', 'For relaxing', '38x23x22', 'front yard', 'yellow', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (180, 'headboard', 'For relaxing', '14x47x123', 'pantry', 'gold', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (181, 'armoire', 'Decoration', '23x55x42', 'pantry', 'red', 'yes', 7);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (182, 'trundle_bed', 'For relaxing', '60x39x99', 'patio', 'brown', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (183, 'table', 'For storage', '47x62x12', 'porch', 'gray', 'yes', 6);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (184, 'bed_table', 'For relaxing', '27x71x69', 'cellar', 'brown', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (185, 'folding_screen', 'For storage', '16x14x170', 'office', 'pink', 'yes', 5);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (186, 'game_table', 'For working', '23x146x127', 'living room', 'yellow', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (187, 'rug', 'For relaxing', '14x145x4', 'dining room', 'gold', 'yes', 5);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (188, 'hope_chest', 'Decoration', '4x35x82', 'front yard', 'purple', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (189, 'Venetian_blinds', 'Decoration', '47x148x142', 'laundry', 'purple', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (190, 'couch', 'For working', '95x94x137', 'study', 'white', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (191, 'bean_bag_chair', 'For relaxing', '18x41x18', 'staircase', 'red', 'yes', 7);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (192, 'lift_chair', 'For use', '58x87x198', 'sun room', 'red', 'yes', 3);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (193, 'hall_tree', 'Decoration', '41x99x195', 'patio', 'pink', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (194, 'folding_screen', 'For relaxing', '97x82x138', 'workshop', 'brown', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (195, 'lounger', 'For working', '15x105x151', 'hall', 'green', 'yes', 3);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (196, 'pantry', 'For use', '52x18x183', 'bathroom', 'pink', 'yes', 3);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (197, 'table', 'For use', '35x6x50', 'pantry', 'red', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (198, 'chaise_lounge', 'For relaxing', '84x113x38', 'master bedroom', 'brown', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (199, 'secretary', 'For use', '81x30x22', 'laundry', 'gray', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (200, 'seat', 'For use', '19x71x193', 'garage', 'white', 'yes', 1);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (201, 'shoji_screen', 'For relaxing', '1x131x181', 'pantry', 'brown', 'yes', 10);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (202, 'armoire', 'Decoration', '25x9x99', 'study', 'pink', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (203, 'grandfather_clock', 'For relaxing', '84x9x154', 'bedroom', 'purple', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (204, 'valet', 'For working', '11x69x134', 'patio', 'orange', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (205, 'settee', 'For use', '67x148x133', 'workshop', 'gold', 'yes', 2);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (206, 'garden_bench', 'For relaxing', '93x119x91', 'bedroom', 'green', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (207, 'drapes', 'For relaxing', '93x45x145', 'attic', 'purple', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (208, 'hassock', 'For storage', '25x70x6', 'hallway', 'blue', 'yes', 2);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (209, 'wardrobe', 'Decoration', '85x71x186', 'office', 'purple', 'yes', 7);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (210, 'room_divider', 'For working', '36x44x125', 'bedroom', 'yellow', 'yes', 8);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (211, 'curtains', 'For storage', '30x139x19', 'basement', 'white', 'yes', 8);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (212, 'deck_chair', 'Decoration', '51x123x4', 'hallway', 'white', 'yes', 2);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (213, 'bookcase', 'For relaxing', '25x143x50', 'cellar', 'orange', 'yes', 3);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (214, 'bar_stool', 'For use', '50x135x68', 'cellar', 'white', 'yes', 10);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (215, 'chandelier', 'For relaxing', '53x81x161', 'garage', 'brown', 'yes', 10);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (216, 'screen', 'For working', '57x103x65', 'attic', 'silver', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (217, 'lintel', 'Decoration', '40x136x94', 'hallway', 'gray', 'yes', 10);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (218, 'sofabed', 'For use', '29x102x59', 'workshop', 'green', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (219, 'lounger', 'For storage', '65x18x16', 'master bedroom', 'red', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (220, 'secretary', 'Decoration', '63x83x163', 'living room', 'red', 'yes', 3);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (221, 'vanity', 'For relaxing', '67x111x77', 'patio', 'red', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (222, 'Windsor_chair', 'For working', '100x48x151', 'front yard', 'green', 'yes', 10);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (223, 'Venetian_blinds', 'For storage', '45x72x195', 'front yard', 'pink', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (224, 'beach_chair', 'For relaxing', '76x136x52', 'closet', 'green', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (225, 'canopy_bed', 'Decoration', '50x67x6', 'sun room', 'white', 'yes', 9);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (226, 'seat', 'For relaxing', '6x77x148', 'porch', 'white', 'yes', 6);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (227, 'bookcase', 'For working', '58x4x76', 'playroom', 'blue', 'yes', 8);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (228, 'cradle', 'For use', '98x80x95', 'basement', 'pink', 'yes', 5);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (229, 'clothes_valet', 'For storage', '44x53x146', 'laundry', 'brown', 'yes', 2);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (230, 'sectional_sofa', 'For relaxing', '14x124x114', 'attic', 'pink', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (231, 'easel', 'For relaxing', '34x109x174', 'patio', 'pink', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (232, 'valet', 'For relaxing', '10x53x60', 'workshop', 'pink', 'yes', 9);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (233, 'kitchen_island', 'For storage', '84x26x112', 'porch', 'blue', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (234, 'sofa', 'For working', '23x8x97', 'laundry', 'gray', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (235, 'lintel', 'For working', '8x127x184', 'study', 'gold', 'yes', 6);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (236, 'bentwood_rocker', 'For use', '86x96x178', 'front yard', 'green', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (237, 'secretary', 'For relaxing', '72x80x126', 'closet', 'yellow', 'yes', 5);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (238, 'throne', 'For storage', '46x86x56', 'garage', 'gold', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (239, 'directors_chair', 'For storage', '17x47x2', 'living room', 'silver', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (240, 'armoire', 'For use', '73x107x134', 'study', 'white', 'yes', 7);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (241, 'patio_table', 'Decoration', '33x30x74', 'study', 'red', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (242, 'hope_chest', 'For use', '90x150x35', 'bathroom', 'blue', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (243, 'room_divider', 'For working', '35x147x26', 'laundry', 'white', 'yes', 9);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (244, 'directors_chair', 'Decoration', '18x78x37', 'staircase', 'gray', 'yes', 7);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (245, 'bergere', 'For relaxing', '82x6x172', 'porch', 'white', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (246, 'footrest', 'Decoration', '97x40x160', 'front yard', 'blue', 'yes', 6);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (247, 'love_seat', 'For working', '77x11x9', 'kitchen', 'white', 'yes', 6);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (248, 'beach_chair', 'For use', '54x1x15', 'bathroom', 'purple', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (249, 'coffee_table', 'For storage', '88x37x96', 'bedroom', 'yellow', 'yes', 7);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (250, 'throne', 'Decoration', '36x87x46', 'patio', 'red', 'yes', 7);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (251, 'console', 'For working', '34x104x23', 'cellar', 'gray', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (252, 'breakfront', 'For working', '54x49x199', 'sun room', 'white', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (253, 'secretary', 'For storage', '42x102x152', 'master bedroom', 'orange', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (254, 'bassinet', 'For working', '1x93x160', 'porch', 'brown', 'yes', 4);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (255, 'four-poster_bed', 'Decoration', '18x6x196', 'sun room', 'blue', 'yes', 7);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (256, 'fateuil', 'For storage', '1x26x180', 'cellar', 'blue', 'yes', 2);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (257, 'curtains', 'Decoration', '47x102x137', 'study', 'red', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (258, 'drapes', 'For working', '22x140x175', 'TV room', 'blue', 'yes', 1);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (259, 'tea_cart', 'For relaxing', '39x47x48', 'workshop', 'red', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (260, 'directors_chair', 'For storage', '47x77x66', 'closet', 'gray', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (261, 'valet', 'For relaxing', '30x55x145', 'hallway', 'orange', 'yes', 10);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (262, 'chest_of_drawers', 'Decoration', '72x68x193', 'living room', 'green', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (263, 'patio_chair', 'For working', '4x63x21', 'patio', 'gold', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (264, 'buffet', 'For use', '17x139x142', 'dining room', 'pink', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (265, 'light', 'For working', '98x84x95', 'basement', 'pink', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (266, 'end_table', 'For storage', '59x123x183', 'garage', 'orange', 'yes', 6);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (267, 'sideboard', 'For relaxing', '25x126x133', 'porch', 'orange', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (268, 'bureau', 'For relaxing', '46x83x149', 'garage', 'silver', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (269, 'tea_cart', 'For working', '73x112x199', 'cellar', 'brown', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (270, 'porch_swing', 'For relaxing', '29x8x25', 'bedroom', 'orange', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (271, 'lounge_chair', 'For use', '93x126x169', 'patio', 'pink', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (272, 'rack', 'Decoration', '49x32x102', 'hallway', 'white', 'yes', 3);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (273, 'bar_stool', 'For relaxing', '51x45x37', 'hall', 'pink', 'yes', 7);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (274, 'divan', 'For storage', '50x13x16', 'office', 'blue', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (275, 'tuffet', 'For storage', '82x14x99', 'hall', 'pink', 'yes', 10);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (276, 'screen', 'Decoration', '19x18x190', 'basement', 'blue', 'yes', 1);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (277, 'seat', 'For relaxing', '57x88x93', 'porch', 'pink', 'yes', 7);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (278, 'lawn_chair', 'For storage', '89x31x102', 'attic', 'pink', 'yes', 10);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (279, 'picnic_table', 'For use', '28x15x162', 'bedroom', 'blue', 'yes', 7);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (280, 'hat_stand', 'For relaxing', '12x2x30', 'hall', 'gray', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (281, 'bunk_bed', 'For use', '23x74x192', 'TV room', 'purple', 'yes', 8);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (282, 'hat_stand', 'For working', '66x147x31', 'laundry', 'silver', 'yes', 1);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (283, 'garden_bench', 'For relaxing', '48x41x8', 'garage', 'red', 'yes', 2);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (284, 'vanity', 'For relaxing', '18x67x82', 'staircase', 'red', 'yes', 8);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (285, 'island', 'For relaxing', '26x135x158', 'living room', 'purple', 'yes', 7);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (286, 'footstool', 'For relaxing', '78x101x183', 'living room', 'gray', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (287, 'carpet', 'For relaxing', '69x7x175', 'living room', 'gray', 'yes', 9);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (288, 'crib', 'For working', '36x64x100', 'hall', 'red', 'yes', 6);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (289, 'dining_room_table', 'Decoration', '95x68x3', 'dining room', 'green', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (290, 'furniture', 'For relaxing', '75x65x181', 'staircase', 'gray', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (291, 'desk_chair', 'For relaxing', '44x13x115', 'porch', 'brown', 'yes', 4);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (292, 'gateleg_table', 'For relaxing', '28x114x14', 'pantry', 'white', 'yes', 5);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (293, 'drapery', 'For storage', '67x138x196', 'workshop', 'blue', 'yes', 8);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (294, 'Murphy_bed', 'For working', '55x145x20', 'front yard', 'green', 'yes', 6);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (295, 'garden_bench', 'For working', '80x83x13', 'master bedroom', 'green', 'yes', 3);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (296, 'kitchen_island', 'Decoration', '80x95x196', 'office', 'silver', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (297, 'sideboard', 'Decoration', '19x82x152', 'hall', 'purple', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (298, 'bench', 'For storage', '62x118x38', 'pantry', 'gray', 'yes', 10);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (299, 'hope_chest', 'For use', '58x103x14', 'basement', 'yellow', 'yes', 2);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (300, 'hammock', 'For storage', '92x127x140', 'staircase', 'pink', 'yes', 6);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (301, 'desk', 'For use', '89x106x85', 'porch', 'purple', 'yes', 3);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (302, 'console', 'For storage', '25x87x105', 'dining room', 'gray', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (303, 'vitrine', 'For working', '39x104x87', 'closet', 'orange', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (304, 'rack', 'For storage', '14x53x179', 'bathroom', 'gold', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (305, 'tea_cart', 'For use', '53x83x119', 'garage', 'blue', 'yes', 3);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (306, 'fateuil', 'For storage', '99x45x164', 'living room', 'blue', 'yes', 6);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (307, 'throne', 'For working', '1x124x92', 'front yard', 'white', 'yes', 4);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (308, 'breakfront', 'For storage', '50x17x20', 'kitchen', 'yellow', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (309, 'coffee_table', 'For storage', '24x25x31', 'pantry', 'pink', 'yes', 1);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (310, 'throw_rug', 'For working', '33x20x95', 'TV room', 'white', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (311, 'chandelier', 'For working', '90x6x61', 'bathroom', 'gray', 'yes', 7);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (312, 'bed', 'Decoration', '93x132x187', 'workshop', 'purple', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (313, 'clothes_valet', 'Decoration', '68x133x121', 'attic', 'red', 'yes', 2);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (314, 'hutch', 'For storage', '88x125x178', 'hall', 'orange', 'yes', 3);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (315, 'fateuil', 'For working', '85x42x112', 'cellar', 'orange', 'yes', 3);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (316, 'Murphy_bed', 'For storage', '72x42x178', 'attic', 'white', 'yes', 6);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (317, 'fateuil', 'Decoration', '49x120x68', 'porch', 'green', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (318, 'clothes_valet', 'For relaxing', '69x85x19', 'pantry', 'silver', 'yes', 4);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (319, 'bergere', 'For relaxing', '48x59x42', 'cellar', 'purple', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (320, 'waste_basket', 'Decoration', '60x94x155', 'patio', 'gray', 'yes', 7);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (321, 'dresser', 'For relaxing', '99x130x104', 'attic', 'purple', 'yes', 3);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (322, 'lintel', 'For use', '41x134x119', 'den', 'blue', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (323, 'waterbed', 'For storage', '55x102x105', 'closet', 'white', 'yes', 6);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (324, 'tuffet', 'For working', '5x55x105', 'staircase', 'blue', 'yes', 10);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (325, 'pew', 'For working', '18x76x134', 'bedroom', 'gold', 'yes', 1);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (326, 'bed_table', 'For use', '24x10x58', 'basement', 'red', 'yes', 2);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (327, 'bench', 'Decoration', '31x93x182', 'laundry', 'purple', 'yes', 1);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (328, 'waterbed', 'Decoration', '88x40x167', 'patio', 'white', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (329, 'curio', 'Decoration', '3x13x54', 'pantry', 'purple', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (330, 'easel', 'For storage', '41x80x165', 'closet', 'silver', 'yes', 7);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (331, 'throne', 'Decoration', '99x111x95', 'bathroom', 'yellow', 'yes', 2);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (332, 'canopy_bed', 'Decoration', '99x134x168', 'kitchen', 'white', 'yes', 7);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (333, 'fateuil', 'For storage', '44x37x145', 'basement', 'red', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (334, 'four-poster_bed', 'For working', '44x97x155', 'garage', 'silver', 'yes', 4);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (335, 'folding_chair', 'For working', '73x96x184', 'bathroom', 'red', 'yes', 1);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (336, 'ladderback_chair', 'For use', '67x34x76', 'den', 'red', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (337, 'waste_basket', 'For storage', '19x104x13', 'bathroom', 'gold', 'yes', 4);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (338, 'glider_rocker', 'Decoration', '83x12x17', 'cellar', 'yellow', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (339, 'game_table', 'For relaxing', '46x37x50', 'bathroom', 'gold', 'yes', 9);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (340, 'porch_swing', 'For working', '6x53x25', 'hallway', 'pink', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (341, 'shelf', 'For storage', '56x53x131', 'den', 'white', 'yes', 5);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (342, 'mattress', 'For storage', '45x138x116', 'attic', 'gold', 'no', 0);
